Film_Adi_TR,Film_Adi_Yabanci,Film_Turu,Yonetmen,Vizyon_Tarihi,Seyirci_Sayisi,Toplam Has?lat,Yapimci,Oyuncular,IMDb,Gosterim_Hafta,Yapimci_Ulke
Dünya - Yeni Bir Ba?lang?ç,After Earth,"Macera, Bilim-Kurgu, Aksiyon",M.Night Shyamalan,06/28/2013,199760,2012220,"Will Smith , Caleeb Pinkett , James Lassiter","Will Smith, Zoë Kravitz, Isabelle Fuhrman",4.8,15,ABD
Percy Jackson: Canavarlar Denizi,Percy Jackson: Sea of Monsters,"Macera, Fantastik, Aksiyon, 3 Boyutlu",Thor Freudenthal,08/16/2013,201449,2030657,"Michael Barnathan , Chris Columbus , Karen Rosenfelt","Logan Lerman, Brandon T. Jackson, Alexandra Daddario",5.7,22,ABD
Ta? Mektep,,Dram,Altan Dönmez,02/15/2013,196095,1282492,Galip Güner,"Orhan K?l?ç, Ayça Varl?er, Feride Çetin",5.4,27,Türkiye
47 Ronin,,"Fantastik, Aksiyon, 3 Boyutlu",Carl Rinsch,12/27/2013,432336,5214587,"Erwin Stoff , Pamela Abdy , Walter Hamada ","Keanu Reeves, Hiroyuki Sanada, Togo Igawa",6.2,6,ABD
Erkek Taraf? Testosteron,,Komedi,?lksen Ba?ar?r,11/22/2013,195556,2163653,"Kutu Film, Mars Cinema Group","Mert F?rat, Cihan Ercan, Timur Acar",4.1,18,Türkiye
Ayas,,Animasyon,"H. Emre Konyal?, Mustafa Tu?rul Tiryaki",11/22/2013,198315,1845749,"BKM Film, Dü?yeri","Ege Sezer, Ömer Faruk Biçer, Arda Beyazta?",6,21,Türkiye
Oyunbozan Ralph,Wreck-It Ralph,"Animasyon, 3 Boyutlu",Rich Moore,02/15/2013,187489,2205719,lark Spencer ,"Engin Alkan, John C. Reilly, Aysun Topar",7.7,8,ABD
Sihirbazlar Çetesi,Now YOz: The Great and Powerfulou See Me,Gerilim,Louis Leterrier,05/31/2013,185038,1898078,"Alex Kurtzman , Roberto Orci , Bobby Cohen","Isla Fisher, Jesse Eisenberg, Melanie Laurent",7.2,23,ABD
Muhte?em ve Kudretli Oz,Oz: The Great and Powerful,"Aksiyon, 3 Boyutlu",Sam Raimi,03/08/2013,183351,2170505,"Joe Roth , K.c. Hodenfield , Palak Patel ","Rachel Weisz, James Franco, Mila Kunis",6.3,8,ABD
Turbo,,"Animasyon, 3 Boyutlu",David Soren,09/13/2013,183731,1987867,Lisa Stewart,"Ryan Reynolds, Samuel L. Jackson, Maya Rudolph",6.4,34,ABD
Korku Seans?,The Conjuring,"Korku, Gerilim",James Wan,08/30/2013,172069,1816887,"Rob Cowan , Tony DeRosa-Grund , Peter Safran","Sterling Jerins, Vera Farmiga, Ron Livingston",7.5,13,ABD
Korkunç Bir Film 5,Scary Movie 5,Komedi,Malcolm D. Lee,04/12/2013,158010,1628199,"Brian Bell , David Zucker","Mike Tyson, Sarah Hyland, Heather Locklear",3.5,16,ABD
Büyük Kumar,"Runner, Runner","Macera, Gerilim, Suç",Brad Furman,09/27/2013,155391,1780872,"Leonardo DiCaprio , Brian Koppelman , David Levien ","Ben Affleck, Gemma Arterton, Justin Timberlake",5.6,13,ABD
Do?al Kahramanlar,Epic,"Animasyon, 3 Boyutlu",Chris Wedge,05/31/2013,145709,1460303,"Jerry Davis , Lori Forte","Seda Özelsoy, Amanda Seyfried, Kerem Kobanbay",6.6,36,ABD
Pasifik Sava??,Pacific Rim,"Bilim-Kurgu, Aksiyon, 3 Boyutlu",Guillermo del Toro,07/19/2013,142074,1732722,"Jon Jashni , Thomas Tull , Callum Greene","Idris Elba, Burn Gorman, Max Martini",6.9,7,ABD
Zincirsiz,Django Unchained,"Dram, Western",Quentin Tarantino,02/01/2013,139771,1723541,"Harvey Weinstein , Bob Weinstein , Stacey She","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio",8.4,16,ABD
Cesur Bal?k 2,The Reef 2: High Tide,Animasyon,"Mark A.Z. Dippé, Taedong Park",04/19/2013,138284,1061184,"Daniel Chuba , Mark A.Z. Dippé , Tracy Park","Mazlum Kiper, Drake Bell, Altu? Yücel",3.7,34,"ABD, Güney Kore"
Erkekler,,Komedi,Faruk Aksoy,12/20/2013,151597,1420003,Aksoy Film,"Fikret Ku?kan, Ali Poyrazo?lu, Asuman Dabak",4.7,9,Türkiye
Karao?lan,,"Macera, Aksiyon", Erol Avc?,01/11/2013,134306,1238519,TMC Film,"Suavi Eren, Sümer Tilmaç, Macit Sonkan",3.5,9,Türkiye
Red 2,,"Komedi, Aksiyon",Dean Parisot,08/02/2013,131531,1371212,"Lorenzo Di Bonaventura , Mark Vahradian","Bruce Willis, Catherine Zeta-Jones, John Malkovich",6.6,15,ABD
Star Trek: Bilinmeze Do?ru,Star Trek Into Darkness,"Bilim-Kurgu, 3 Boyutlu",J.J. Abrams,06/07/2013,124250,1554190,"Alex Kurtzman , J.J. Abrams , Damon Lindelof","Chris Pine, Zoe Saldana, Benedict Cumberbatch",7.7,8,ABD
Parker,,"Gerilim, Aksiyon",Taylor Hackford,01/25/2013,122101,1266576,"Sidney Kimmel , Taylor Hackford , Les Alexander ","Jason Statham, Jennifer Lopez, Bobby Cannavale",6.2,18,ABD
Muhte?em Gatsby,The Great Gatsby,"A?k, Dram, 3 Boyutlu",Baz Luhrmann,05/17/2013,121586,1573393,"Lucy Fisher , Baz Luhrmann , Catherine Martin","Leonardo DiCaprio, Tobey Maguire, Isla Fisher",7.2,9,"ABD, Avustralya"
Umut I????m,Silver Linings Playbook,Komedi,David O. Russell,01/04/2013,121435,1521382,"Bruce Cohen , Jonathan Gordon , Donna Gigliotti","Robert De Niro, Julia Stiles, Bradley Cooper",7.7,17,ABD
Mama,,Korku,Andy Muschietti,01/18/2013,121124,1224383,"Guillermo del Toro , Barbara Muschietti , J. Miles Dale","Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier",6.2,17,"?spanya, Kanada"
?ki Kafadar: Chinese Connection,,Komedi, Ömer Gökhan Erkut,10/11/2013,120247,1114721,"Fida Film, Zuma Film","Murat Akkoyunlu, Özlem Sava?, Orhan Ayd?n (I)",3.5,11,Türkiye
Patron Mutlu Son ?stiyor,,"Komedi, Romantik-Komedi",K?vanç Baruönü,01/01/2014,1415960,14107858,BKM,"Tolga Çevik, Ezgi Mola, Ersin Korkut",6,16,Türkiye
Kaptan Phillips,Captain Phillips,Dram,Paul Greengrass,10/25/2013,112044,1323186,"Dana Brunetti , Michael De Luca , Scott Rudin","Tom Hanks, Roger Edwards, John Magaro",7.8,12,ABD
Kötü Ruh,Evil Dead,Korku,Fede Alvarez,04/19/2013,109777,1077262,"Sam Raimi , Bruce Campbell , Robert G. Tapert","Shiloh Fernandez, Jane Levy",6.5,15,ABD
Hazine Avc?s?n?n Maceralar? 3D,"Las Aventuras de Tadeo Jones, Tad, the Lost Explorer 3D","Animasyon, 3 Boyutlu",Enrique Gato,03/15/2013,110464,1097083,"Ghislain Barrois , Jordi Gasull","Bu?ra Gülsoy, Oscar Barberán, Meritxell Ané",5.9,31,?spanya
Ölümsüz Polisler,R.I.P.D.,"Macera, Aksiyon, 3 Boyutlu",Robert Schwentke,09/06/2013,108135,1257982,"Mike Richardson , Neal H. Moritz , Michael Fottrell","Jeff Bridges, Ryan Reynolds, Mary-Louise Parker",5.6,4,ABD
Ölümcül Oyuncaklar: Kemikler ?ehri,The Mortal Instruments: City of Bones,"Fantastik, Aksiyon",Harald Zwart,08/30/2013,103355,986727,"Don Carmody , Hartley Gorenstein , Robert Kulzer","Jonathan Rhys Meyers, Lily Collins, Lena Headey",5.8,8,"ABD, Almanya"
Arkada??m Max,,"Komedi, Aile",Murat ?eker,06/07/2013,101428,898554,Focus Film,"Murat Akkoyunlu, ?nci Türkay, Miray Daner",4.1,15,Türkiye
Dev Avc?s? Jack,Jack the Giant Slayer,"Fantastik, Aksiyon, 3 Boyutlu",Bryan Singer,03/22/2013,101025,1247430," Jon Jashni , Michael Disco , Ori Marmur","Ewan McGregor, Nicholas Hoult, Bill Nighy",6.2,4,ABD
Kedi Özledi,,Romantik-Komedi,Mustafa ?evki Do?an,12/20/2013,103106,1047202,Av?ar Film,"?lker Ayr?k, Soydan Soyda?, Alg? Eke",5,8,Türkiye
Bu Nas?l Aile!,We're the Millers,Komedi,Rawson Marshall Thurber,09/13/2013,92562,1070939,"Chris Bender , Vincent Newman , Tucker Tooley","Jennifer Aniston, Ed Helms, Kathryn Hahn",7,8,ABD
Sefiller,Les Miserables [2012],Müzikal,Tom Hooper,03/01/2013,86441,1059821,Tim Bevan,"Hugh Jackman, Russell Crowe, Geoffrey Rush",7.5,6,Birle?ik Krall?k
Dan??man,The Counselor,"Gerilim, Suç",Ridley Scott,11/29/2013,84401,1025740,"Nick Wechsler , Ridley Scott , Steven Schwartz","Cameron Diaz, Penélope Cruz, Brad Pitt",5.4,12,"ABD, Birle?ik Krall?k"
Karlar Kraliçesi,"Snezhnaya Koroleva, Snow Queen","Animasyon, 3 Boyutlu","Maxim Sveshnikov, Vlad Barbe",04/05/2013,80175,872674,"Aleksandr Ligai , Donald Roman Lopez","Anna Shurochkina, Ivan Okhlobystin, Galina Tyunina",5.3,18,Rusya
Kahraman ?kili,Free Birds,Animasyon,Jimmy Hayward,11/01/2013,168933,1637932,"Peter Farrelly , Cary Granat , Ed Jones","Murat Boz, Owen Wilson, U?ur Ta?demir",5.8,40,ABD
Last Vegas,,Komedi,Jon Turteltaub,11/01/2013,80986,1193906,"Laurence Mark , Amy Baer , Joseph Drake","Michael Douglas, Robert De Niro, Morgan Freeman",6.6,12,ABD
Carrie: Günah Tohumu,Carrie,Korku,Kimberly Peirce,11/08/2013,79496,846816,Jeff Dimitriou,"Julianne Moore, Chloe Grace Moretz, Ansel Elgort",5.8,21,ABD
JOBS,,"Dram, Biyografi",Joshua Michael Stern,08/16/2013,77733,977803,Marcos Rodríguez,"Ashton Kutcher, Dermot Mulroney, David Denman",6,18,ABD
Kod Ad?: Olympus,Olympus Has Fallen,Aksiyon,Antoine Fuqua,05/10/2013,76958,791941,"Milennium films , Gerard Butler","Dylan McDermott, Angela Bassett, Robert Forster",6.5,9,ABD
Büyükler 2,Grown Ups 2,Komedi,Dennis Dugan,08/23/2013,76100,912225,"Jack Giarraputo , Adam Sandler","Adam Sandler, Kevin James, Steve Buscemi",5.3,9,ABD
Ko?u? Akademisi,,Komedi,Tolga Ba?,05/17/2013,75362,642182,Kelebek Film Yap?m,"Erdal Tosun, Umut O?uz, Arzu Yanarda?",3.5,14,Türkiye
Hititya: Madalyonun S?rr?,,"Aile, Fantastik","A. Cengiz Deveci, Ula? Cihan ?im?ek",03/01/2013,74593,652390,Zincidi Film,Ebru Cündübeyo?lu,3.2,13,Türkiye
Acemi Gladyatör,"Gladiatori di Roma, Gladiators of Rome","Animasyon, 3 Boyutlu",Iginio Straffi,11/01/2013,77697,822710, Iginio Straffi,"Tim Beckmann, Laura Chiatti, Mert F?rat",5.2,22,?talya
Katliam Gecesi,You're Next,"Korku, Gerilim",Adam Wingard,09/27/2013,71478,669800,"Simon Barrett , Keith Calder , Kim Sherman","Sharni Vinson, Kate Lyn Sheil, Amy Seimetz",6.6,12,ABD
Ruhlar Bölgesi Bölüm 2,Insidious: Chapter 2,Korku,James Wan,11/29/2013,76761,800179,"Jason Blum , Jeanette Brill , Bailey Conway","Lin Shaye, Angus Sampson, Jocelin Donahue",6.5,22,ABD
Muhte?em Yarat?klar,Beautiful Creatures,Dram,Richard LaGravenese,03/01/2013,71224,645405,Erwin Stoff,"Viola Davis, Kyle Gallner, Alice Englert",6.1,13,ABD
Beyaz Saray Dü?tü,White House Down,"Dram, Aksiyon",Roland Emmerich,07/12/2013,70922,752654,"Roland Emmerich , Brad Fischer , Larry J. Franco","Maggie Gyllenhaal, Jamie Foxx, Channing Tatum",6.3,10,ABD
S?cak Kalpler,Warm Bodies,"Komedi, Fantastik",Jonathan Levine,04/05/2013,70210,657671," Erik Feig , Bruna Papandrea , Gillian Bohrer","Nicholas Hoult, Teresa Palmer, Dave Franco",6.8,20,ABD
Zamanda A?k,About Time,Komedi,Richard Curtis,10/04/2013,67705,848687,"Eric Fellner , Tim Bevan","Rachel McAdams, Domhnall Gleeson, Bill Nighy",7.8,5,Birle?ik Krall?k
Mahmut ile Meryem,,"A?k, Dram",Mehmet Ada Öztekin'i,03/22/2013,65584,529459,"24 Kare, Duka Film, Salname","Ufuk ?en, Mehmet Çevik",5.6,23,"Türkiye, Azerbeycan"
"Niko 2: Küçük Karde?, Tatl? Bela","Niko 2: Little Brother, Big Trouble","Animasyon, 3 Boyutlu","Kari Juusonen, Jørgen Lerdam",11/29/2013,89434,765226,"Petteri Pasanen , Hannu Tuomainen ,"," Vuokko Hovatta, Eric Carlson, Kari Ketonen",5.7,26,"Almanya, Danimarka, Finlandiya, ?rlanda"
Mavi Yasemin,Blue Jasmine,"Komedi, Dram",Woody Allen,09/27/2013,64907,1004123,"Letty Aronson, Edward Walson, Letty Aronson, Ed","Cate Blanchett, Alec Baldwin, Peter Sarsgaard",7.3,11,ABD
Kalbim Sende,Don Jon,Komedi,"Ram Bergman, Nicolas Chartier",10/11/2013,62759,794060,"Letty Aronson , Stephen Tenenbaum , Jack Rollins ","Scarlett Johansson, Joseph Gordon-Levitt, Cuba Gooding Jr.",6.5,8,ABD
Suç Çetesi,The Gangster Squad,"Dram, Suç",Ruben Fleischer,03/01/2013,62177,759539,"Bruce Berman, Ruben Fleischer, Dan Lin","Ryan Gosling, Sean Penn, Giovanni Ribisi",5.7,15,ABD
?evkat Yerimdar,,Komedi,Bülent ??bilen,10/25/2013,62176,608000,Acun Film,"Ba?ak Parlak, Erdo?an S?cak, Serkan Kuru",5.5,11,Türkiye
Senin Hikayen,,Dram,Tolga Örnek,12/27/2013,118500,1257444,TAFF,"Murat Serezli, Nevra Serezli, Gözde Kocao?lu",5.7,25,Türkiye
Dinozorlarla Yürümek,Walking with Dinosaurs,"Macera, Aile, 3 Boyutlu"," Neil Nightingale, Barry Cook",12/20/2013,89298,954719,"Pierre De Lespinois , Neil Nightingale , Stuart Ford",Angourie Rice,5.2,21,ABD
The Host,,"Gerilim, Bilim-Kurgu",Andrew Niccol,03/29/2013,56100,583872,"Stephenie Meyer , Paula Mae Schwartz , Steve Schwartz","Diane Kruger, Max Irons, Saoirse Ronan",5.8,10,ABD
Karanl?k Cinayetler,The Frozen Ground,Gerilim,Scott Walker,07/26/2013,55906,578379,"Randall Emmett , George Furla , Mark Ordesky","Nicolas Cage, John Cusack, Radha Mitchell",6.4,14,ABD
Malavita: Belal? Tan?k,"The Family, Malavita","Macera, Aksiyon",Luc Besson,09/27/2013,54859,639892,"Luc Besson , Virginie Besson-Silla","Tommy Lee Jones, Robert De Niro, Michelle Pfeiffer",6.3,8,"ABD, Fransa"
Günce,,Dram,Kemal Uzun,10/04/2013,58775,488526,Akademi Prodüksiyon,"Levent Sülün, Leyla Lydia Tu?utlu",4.8,22,Türkiye
Genç Ç?raklar,The Internship,Komedi,Shawn Levy,07/12/2013,49718,563020,Vince Vaughn,"Will Ferrell, Owen Wilson, Vince Vaughn",6.4,14,ABD
Lincoln,,"Dram, Tarihi, Biyografi",Steven Spielberg,02/08/2013,49038,617181,"Steven Spielberg , Kathleen Kennedy","Daniel Day-Lewis, Joseph Gordon-Levitt, David Oyelowo",7.3,16,ABD
Neva,,A?k,"Birkan Uz , Can Arca",09/13/2013,50052,434741,Arca Medya,"?ükrü Özy?ld?z, Ba?ak Parlak",4.7,12,Türkiye
One Direction: This Is Us,,"Belgesel, Konser, 3 Boyutlu",Morgan Spurlock,08/30/2013,48294,615930,"Simon Cowell , Morgan Spurlock , Ben Winston ","Harry Styles, Niall Horan, Louis Tomlinson",4.2,6,ABD
Benimle Oynar m?s?n?,,"Komedi, Dram",Ayd?n Bulut,09/27/2013,47858,501129,Kedi Prodüksiyon Film,"Ertan Saban, Gözde Mutluer, R?za Sönmez",6.3,8,Türkiye
Zorlu ?kili,2 Guns,Aksiyon,Baltasar Kormakur,08/02/2013,47979,512968,"Ross Richie , Andrew Cosby","Denzel Washington, Mark Wahlberg, Ambyr Childers",6.7,26,ABD
Teksas Katliam? 3D,Texas Chainsaw 3D,"Korku, 3 Boyutlu",John Luessenhop,04/19/2013,46691,506936,"Carl Mazzocone , Marc Burg","Alexandra Daddario, Scott Eastwood",4.8,8,ABD
Ar?nma Gecesi,The Purge,Gerilim,James DeMonaco,09/13/2013,45826,502346,"Michael Bay , Jason Blum","Ethan Hawke, Lena Headey",5.7,8,ABD
Kahraman Uzayl?lar,Escape from Planet Earth,"Animasyon, 3 Boyutlu",Cal Brunker,07/12/2013,45981,396183," Luke Carroll , Catherine Winder","Rob Corddry, Brendan Fraser, William Shatner",5.8,33,"ABD, Kanada"
Eve Dönü?: Sar?kam?? 1915,,"Dram, Tarihi, Sava?",Alphan Eseli,03/08/2013,44135,432401,"Böcek Film, Bubi Film, Mars Entertainment","?ebnem Hassanisoughi, ?evket Süha Tezel, Muharrem Bayrak",7.2,16,Türkiye
Jurassic Park 3D,,"Fantastik, Aksiyon, 3 Boyutlu",Steven Spielberg,08/09/2013,44080,536754,"Kathleen Kennedy, Gerald R. Molen","Sam Neill, Laura Dern, Jeff Goldblum",8.2,3,ABD
Son Ayin Bölüm 2,The Last Exorcism 2,Korku,Ed Gass-Donnelly,05/10/2013,43285,411785,"Marc Abraham , Thomas A. Bliss","Louis Herthum, Julia Garner",4,15,ABD
"A?k, ?imdi!",Now Is Good,Dram,Ol Parker,04/05/2013,43234,374580,Graham Broadbent,"Paddy Considine, Kaya Scodelario, Rose Leslie",7,29,Birle?ik Krall?k
Bir Hikayem Var,,Komedi,Talip Karamahmuto?lu,05/03/2013,43151,367387,Kuzey Film,"Ozan Akbaba, Bülent Çolak, Teoman Kumbarac?ba??",3.1,14,Türkiye
Tepenin U?aklar?,,Komedi,?smet Erayd?n,08/16/2013,42399,339770,Hamsi Medya,"Samet Karahasano?lu, Selahattin Çak?r, Ay?e Öztürk",4.8,11,Türkiye
Lanetli Kan,Stoker,Gerilim, Park Chan-wook,04/26/2013,40779,40779,"Ridley Scott, Tony Scott, Michael Costigan"," Mia Wasikowska, Matthew Goode, Nicole Kidman",6.8,17,"ABD, Birle?ik Krall?k"
A?k A?lat?r,,Dram,Mehmet Ta?diken,10/25/2013,41223,344260,"Afita?, At Yap?m","Ya?mur Tanr?sevsin, Melih Selçuk",5,13,Türkiye
Sürgün,,Dram, Erol Özlevi,12/20/2013,42619,443740,Erler Film,"Esin Gündo?du, Tolgahan Say??man, Saadet I??l Aksoy",5.7,10,Türkiye
Diana,,"Dram, Biyografi",Olivier Hirschbiegel,09/20/2013,39974,563036,"Robert Bernstein , Douglas Rae , Paul Ritchie , Matt Delargy","Naomi Watts, Douglas Hodge, Naveen Andrews",5.5,10,"ABD, Birle?ik Krall?k, ?sveç"
Uzay Oyunlar?,Ender's Game,Bilim-Kurgu,Gavin Hood,11/08/2013,38760,447311," Alex Kurtzman , Roberto Orci , Bob Orci","Harrison Ford, Ben Kingsley, Viola Davis",6.6,14,ABD
Bitik ?ehir,Broken City,"Gerilim, Suç",Allen Hughes,01/18/2013,38527,480270," Mark Wahlberg, Allen Hughes, Remington Chase","Russell Crowe, Mark Wahlberg, Catherine Zeta-Jones",6.1,10,ABD
Ustura Dönüyor,Machete Kills,Aksiyon,Robert Rodriguez,10/11/2013,38236,417339," Sergei Bespalov , Rodny Paulson , Robert Rodriguez","Amber Heard, Cuba Gooding Jr., Michelle Rodriguez",5.6,17,ABD
Suç Orta??,Stolen,Aksiyon, Simon West,04/19/2013,37899,365021," Danny Dimbort , Jesse Kennedy , René Besson","Nicolas Cage, Danny Huston, Josh Lucas",5.5,10,ABD
Zafere Hücum,Rush,"Dram, Aksiyon",Ron Howard,09/20/2013,37661,468996," Tobin Armbrust , Andrew Eaton , Eric Fellner","Chris Hemsworth, Daniel Brühl, Olivia Wilde",8.1,11,"ABD, Almanya, Birle?ik Krall?k"
?eytan?n Orman?,The Barrens,Korku, Darren Lynn Bousman,03/15/2013,36830,319716,"Darren Lynn Bousman , Brian Witten","Shamier Anderson, Athena Karkanis",4.6,20,"ABD, Kanada"
Lanet,Sinister,"Korku, Gerilim",Scott Derrickson,03/29/2013,36445,355010," Bailey Conway , Gerard DiNardi , Charles Layton","Ethan Hawke, Vincent D'Onofrio, James Ransone",6.8,10,ABD
?eytan Tohumu,The Possession,Korku, Ole Bornedal,08/23/2013,35306,365193," Michael Paseornek , Kelli Konop , Ole Bornedal","Jeffrey Dean Morgan, Kyra Sedgwick, Grant Show",5.9,21,"ABD,Kanada"
Ate?li Aynas?zlar,The Heat,Komedi,Paul Feig,08/09/2013,33443,341140,"Peter Chernin , Dylan Clark ","Sandra Bullock, Melissa McCarthy, Jamie Denbo",6.6,13,ABD
Koleksiyoncu 2,The Collection 2,Korku,Marcus Dunstan,04/05/2013,32515,264803," Julie Richardson , Patrick Rizzotti , Todd Ulman","Emma Fitzpatrick, Daniel Sharman, Lee Tergesen",6.1,12,ABD
Yak?n Tehdit,Trespass,"Gerilim, Dram, Suç",Joel Schumacher,01/04/2013,30037,295962," Rene Besson, Irwin Winkler, David Winkler","Nicolas Cage, Nicole Kidman, Ben Mendelsohn",5.3,22,ABD
Zarafa,,Animasyon," Jean-Christophe Lie , Remi Bezançon",01/25/2013,31657,294137,"Christophe Jankovic , Valérie Schermann"," Max Renaudin, Simon Abkarian, Ronit Elkabetz",6.9,33,"Belçika, Fransa"
Karanl?ktan Gelen,Dark Skies,Gerilim, Scott Charles Stewart,05/31/2013,29837,309621,"Jason Blum , Jeanette Brill","Keri Russell, Alyvia Alyn Lind, Josh Stamberg",6.3,22,ABD
Süper ?ncir,,Komedi, Kerem Sar?,07/26/2013,28639,242405,Makas Film,"Gülnihal Demir, Umut O?uz",4.3,13,Türkiye
Buraya Kadar,This Is the End,"Komedi, Aksiyon"," Seth Rogen , Evan Goldberg",10/18/2013,27472,321550,"Evan Goldberg , Lawrence Grey , Seth Rogen","Seth Rogen, Jonah Hill, Emma Watson",6.6,3,ABD
Ac? Reçete,Side Effects,"Gerilim, Suç",Steven Soderbergh,04/26/2013,27466,332579," Scott Z. Burns , Gregory Jacobs , Lorenzo Di Bonaventura","Jude Law, Catherine Zeta-Jones, Mamie Gummer",7.1,18,ABD
Ölüm Kapan?,Don't Click,Korku, Tae-kyeong Kim,06/28/2013,26928,225121," Ahn Dong-kyu, Cha Ji-hyeon, Jang Won-seok"," Park Bo-young, Joo Won, Kang Byul",4.8,17,Güney Kore
A?k Taktikleri,La Strategie de la Poussette,Komedi,Clément Michel,06/28/2013,26872,274652," Alain Benguigui, Thomas Verhaeghe",Charlotte Le Bon,5.4,15,Fransa
Geceyar?s?ndan Önce,Before Midnight,Dram,Richard Linklater,07/19/2013,27327,305054,"Christos V. Konstantakopoulos , Richard Linklater , Sara Woodhatch","Ethan Hawke, Julie Delpy, Panos Koronis",7.4,18,ABD
Sev Beni,,"Macera, A?k, Dram"," Mehmet Bahad?r Er , Maryna Er Gorbach",10/18/2013,35182,338371,Mehmet Bahad?r Er ,Ushan Çak?r,6.3,21,Türkiye
Zor Kazanç,Pain and Gain,Aksiyon,Michael Bay,07/12/2013,25456,290187,"  Michael Bay, Donald De Line, Ian Bryce","Mark Wahlberg, Dwayne Johnson, Ed Harris",6.4,12,ABD
Herkes Ölecek,No One Lives,"Korku, Gerilim", Ryuhei Kitamura,05/17/2013,25352,211678," Harry Knapp, Kami Naghdi","Beau Knapp, Lee Tergesen, Adelaide Clemens",5.9,18,ABD
?ntikam Benim,Dead Man Down,"Gerilim, Suç", Niels Arden Oplev,04/26/2013,24866,269659,"Neal H. Moritz, J.H. Wyman","Noomi Rapace, Dominic Cooper",6.4,12,ABD
Havada A?k Var,"Amour et Turbulences, Love is in The Air",A?k, Alexandre Castagnetti,06/14/2013,24563,221637," Catherine Bozorgan , David Poirot",Laurent Capelluto,6.3,17,ABD
Geçit Yok,The Last Stand,Aksiyon,Jee-woon Kim,04/19/2013,24350,260248," Lorenzo Di Bonaventura , Michael Paseornek , Erik Howsam","Arnold Schwarzenegger, Rodrigo Santoro, Peter Stormare",6.3,9,ABD
Penguen Kral,The Penguin King 3D,"Belgesel, 3 Boyutlu"," Anthony Geffen,Sias Wilson",02/08/2013,24101,290399," Anthony Geffen , Sias Wilson","Jason Flemyng, Olivia Colman, Rafe Spall",6.7,4,Birle?ik Krall?k
Bu A?k Fazla Sürmez,I Give It a Year,Romantik-Komedi,Dan Mazer,08/23/2013,24799,261010,"Tim Bevan , Eric Fellner , Kris Thykier"," Rose Byrne, Rafe Spall, Anna Faris",5.7,24,Birle?ik Krall?k
Justin Bieber's Believe,Justin Bieber's Believe,"Belgesel, Müzik", Jon M. Chu,12/26/2013,25942,321327," Stuart Ford , Garrett Grant","Justin Bieber, Scooter Braun, Ryan Good",1.5,2,ABD
A?k?n ?zleri,To the Wonder,"A?k, Dram","Terence Malick, Terrence Malick",03/08/2013,22751,270640,"Sarah Green, Nicolas Gonda","Ben Affleck, Javier Bardem, Rachel McAdams",5.8,19,ABD
Sessiz Ev,Silent House,Korku," Chris Kentis, Laura Lau",06/21/2013,22697,191288," Agnes Mentre, Laura Lau","Elizabeth Olsen,Adam Trese, Eric Sheffer Stevens",5.2,15,"ABD, Fransa"
Kapal? Devre,Closed Circuit,Gerilim,John Crowley,08/30/2013,22285,250940," Tim Bevan, Eric Fellner, Chris Clark","Eric Bana, Julia Stiles, Rebecca Hall",6.2,8,"ABD, Birle?ik Krall?k"
Ç?lg?n Do?umgünü,21 and Over,Komedi,"Jon Lucas, Scott Moore",05/17/2013,22360,230835," David Hoberman, Ryan Kavanaugh,Todd Lieberman","Sarah Wright,  Miles Teller, Skylar Astin",5.8,21,ABD
Gelmeyen Bahar,,Dram, Emrah Erdo?an,03/08/2013,21688,185517,Ya?mur Yap?m,Beyza ?ekerci,5.4,13,Türkiye
Zero Dark Thirty,Zero Dark Thirty,"Gerilim, Dram",Kathryn Bigelow,02/08/2013,21377,265392," Kathryn Bigelow, Mark Boal,Megan Ellison","Jessica Chastain, Mark Strong, Mark Duplass",7.4,10,ABD
Vazgeçmem Senden,Celeste & Jesse Forever,"Komedi, Dram",Lee Toland Krieger,05/24/2013,21202,183574," Jennifer Todd, Suzanne Todd, Lee Nelson","Emma Roberts, Chris Messina, Rebecca Dayan",6.6,16,ABD
Muhalif Ba?kan,,"Komedi, Dram", Yüksel Torun,05/03/2013,20624,177483,CNM Film,"Ferhan ?ensoy, Dost Elver, Serkan Kuru",4.2,13,Türkiye
Meryem,,Dram,Atalay Ta?diken,09/20/2013,20444,170794,At Yap?m,"Zerrin Sümer, Serhat Özcan, Zeynep Çamc?",6.3,14,Türkiye
Öyle Sevdim Ki Seni,,"Komedi, Dram", Orhan Tekeo?lu,09/27/2013,20437,178962,Medya Ton ?leti?im,"Oktay Gürsoy, Mehmet Fatih Dokgöz",5.2,4,Türkiye
A?k?n 10 Kural?,10 Rules for Falling in Love,Romantik-Komedi, Cristiano Bortone,07/26/2013,19660,167803, Cristiano Bortone,"Guglielmo Scilla, Vincenzo Salemme, Enrica Pintore ",4.9,15,?talya
Yedi Psikopat,Seven Psychopaths,"Komedi, Aksiyon",Martin McDonagh,03/22/2013,19568,251068," Graham Broadbent, Peter Czernin,Martin McDonagh","Gabourey Sidibe, Colin Farrell, Woody Harrelson",7.1,17,Birle?ik Krall?k
Entrika,Arbitrage,"Gerilim, Dram",Monica Raymund,01/11/2013,19221,251045," Laura Bickford,Kevin Turen, Justin Nappi","Susan Sarandon, Richard Gere, Brit Marling",6.6,9,ABD
